========================================================
  NAC Solution TCO Calculator Update
========================================================
Date: Thu May  1 08:10:49 PM CDT 2025
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/ed/f8cd84f01cdc578b388c57caf90664557a7eb6': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/ed/3d2b9ec11fe7d7f52eca14544d9b0f1fc688e6': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/ed/a65681eac0a8a5f724f81b87a87b06a4440756': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/3b/be0e367d07134ad00eaae11582cfaccf077a13': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/3b/5d9e90ec405f85dd7f9066656efccc51193697': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/3b/b6b9609889f8131b2d6732ff1606e01e1365b2': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/3b/18e512dba79e4c8300dd08aeb37f8e728b8dad': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/3b/6143f6da8014c5b8030c57bdb098bc62f211ef': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/3b/bc68a520c3422fc3ec7071a5d87343f4ba4150': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/3b/9e5b959a43897ab95cc7adfc0b8bd8c7f6acc9': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/05/bab98a062d24f1b82d81e918a473a86eea9bba': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/6d/1b53a7a7ee1fcbeb9b12c9804f83ff90f46ccd': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/6d/72dc2e455a85756664a6f659dbc8338f575c64': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/6d/aae331f18e427d1057c96c8ca75d6c6c3fd211': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/6d/c9316a6c92f2782c0bcf29951bf2a704524277': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/6d/6f5f5ec17c7d2cc4ef31df0817d3cd8cf10a62': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/c8/2f4ed2394351809c59abd6d3a92dbfbc1cda34': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/c8/d7d49c9c81bb1a326d3ed97ce16d6295341bcc': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/c8/e0e00f173c3333058cf5ce2f94942a1799c239': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/c8/f327aa75dc26ee82d0daeb4ab2596521dec5e8': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/c8/2291ca99e2b0647c79d3a3f90905576920e82b': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/c8/ca3c67719e296e838423d0b76f4227fd51f827': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/c3/bfe4d4fe956aecceb49f159c89785b3c9f81fe': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/c3/242f7975c1b2c93d7dd4cacbd9075863c87480': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/c3/3a301f6fce5e4c394f630e98f13673d15cb5ac': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/c3/261c91e08c1a3c6499741ccd32d47612bea72c': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/c3/e8a8da52834a778282c17df8b5bb9325428496': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/c3/a9ada69e9842ce1e02d40f75db09a21ef8fafa': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/c3/02684e74dd80a30b2c9f95b1a987bab9032640': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/91/7d38010c63dfe202f2a3eba83d657bdcf7425d': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/91/b3cdbc056c5373a8918df5ef732178158ae7b8': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/91/06e646ed0f6082e36d5f8c1d34a95e649329e0': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/91/f9d7d163aacc9493634fab046c989a06bbc980': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/91/0167a9296e332e9f77fc5e3846d53d8426b382': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/91/ea4b24710c7cb364afe84b92f603757b332302': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/22/925185e9d552f5a301f6132df44fe4d220ac8f': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/22/c411dfecac6adc7e821b34f5c44b0d2c815f78': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/22/438dabbbceef6954a1a7a68038f8c440a90c79': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/22/17164f0c05a385d7d0d83e030fdbae01e99304': Permission denied
cp: cannot create regular file '/home/iamrad/Projects/github/UaXtXo/backups/20250501_201049/.git/objects/22/ccaa388995d4290b3f01354604e5a3c66e753d': Permission denied
